filename,label
/kaggle/input/agricultural-pests-image-dataset/slug/slug (345).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (267).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/snail/snail (318).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (745).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (35).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/snail/snail (244).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (9).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/ants/ants (200).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/ants/ants (325).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/snail/snail (431).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (430).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/snail/snail (160).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/bees/bees (219).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/moth/moth (377).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (88).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/snail/snail (103).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (90).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (352).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (259).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/snail/snail (310).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/bees/bees (115).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (238).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/ants/ants (171).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/snail/snail (121).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (290).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (437).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/bees/bees (270).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (203).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (201).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (553).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (261).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (266).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/bees/bees (167).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/ants/ants (97).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (446).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (58).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (131).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (49).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/moth/moth (199).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (317).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (119).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (130).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (214).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (380).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (419).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (60).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/slug/slug (107).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/slug/slug (357).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/moth/moth (468).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/slug/slug (178).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (180).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (559).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (327).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/ants/ants (174).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/bees/bees (180).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (129).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (439).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/bees/bees (27).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (514).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (243).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/moth/moth (99).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (419).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (503).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/snail/snail (54).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/ants/ants (463).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (213).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/bees/bees (139).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (107).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (281).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/snail/snail (135).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/moth/moth (455).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (324).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/bees/bees (112).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (590).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (164).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (421).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/moth/moth (92).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (145).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/slug/slug (160).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (3).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/slug/slug (229).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (78).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/snail/snail (14).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/ants/ants (150).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (141).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/slug/slug (310).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (233).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/ants/ants (333).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/moth/moth (294).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/bees/bees (230).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/slug/slug (334).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/moth/moth (168).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/moth/moth (329).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/bees/bees (176).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/ants/ants (456).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (78).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/ants/ants (182).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (14).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (691).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/slug/slug (317).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/bees/bees (256).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (580).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (70).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (804).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (697).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (235).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (248).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (386).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (180).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/ants/ants (141).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/moth/moth (219).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (220).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/ants/ants (37).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (660).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/snail/snail (163).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (732).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/moth/moth (59).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/ants/ants (164).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/bees/bees (33).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (32).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/slug/slug (285).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/snail/snail (30).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/ants/ants (331).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (1).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/snail/snail (463).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/bees/bees (257).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/snail/snail (256).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/moth/moth (150).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (990).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (342).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/bees/bees (477).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/slug/slug (61).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/moth/moth (467).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (473).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (152).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (125).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (342).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/ants/ants (57).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/moth/moth (462).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/moth/moth (476).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/bees/bees (442).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/bees/bees (283).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (97).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (424).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (304).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/moth/moth (241).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/snail/snail (202).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (826).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (113).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (933).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/ants/ants (453).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/bees/bees (432).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/moth/moth (108).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (121).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/slug/slug (176).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (325).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (345).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/ants/ants (183).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/ants/ants (304).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/moth/moth (485).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (366).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (17).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/snail/snail (1).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/snail/snail (20).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (56).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (217).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/snail/snail (286).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (142).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (404).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (457).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (288).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (886).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/snail/snail (170).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/moth/moth (295).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (375).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/ants/ants (120).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/bees/bees (294).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (356).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/snail/snail (255).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/snail/snail (209).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (622).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (798).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (446).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (887).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (348).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/bees/bees (268).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (287).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (163).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (44).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/bees/bees (290).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (41).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/moth/moth (279).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (206).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/bees/bees (460).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (136).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/moth/moth (106).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (420).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/bees/bees (386).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (442).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (277).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/snail/snail (387).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/slug/slug (158).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (429).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/bees/bees (45).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/snail/snail (126).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (142).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/bees/bees (248).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/moth/moth (253).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (90).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/slug/slug (319).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (527).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/ants/ants (19).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/bees/bees (378).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (263).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/bees/bees (445).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/snail/snail (221).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (456).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (206).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (38).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (237).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (126).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/ants/ants (468).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/ants/ants (284).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/ants/ants (100).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/moth/moth (436).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/moth/moth (114).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (365).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/ants/ants (15).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/slug/slug (227).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (164).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (50).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (105).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (225).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (26).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/slug/slug (257).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/bees/bees (182).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/ants/ants (466).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/bees/bees (368).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/bees/bees (104).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (119).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (444).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/ants/ants (485).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (329).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (180).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (267).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (2).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/ants/ants (260).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/slug/slug (137).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/ants/ants (81).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/bees/bees (11).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (38).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (198).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/moth/moth (342).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/slug/slug (159).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (5).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (133).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (445).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (379).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (434).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (66).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (369).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/snail/snail (25).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (680).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (481).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/moth/moth (172).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (764).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/moth/moth (55).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (393).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/slug/slug (308).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/snail/snail (231).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (947).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/snail/snail (391).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/ants/ants (374).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (232).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (377).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (198).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (371).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/snail/snail (157).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (58).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (132).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (69).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (259).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/snail/snail (203).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/bees/bees (394).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (286).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/moth/moth (167).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (286).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (475).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/bees/bees (428).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (276).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (601).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (301).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/snail/snail (76).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/bees/bees (165).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (296).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (436).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/snail/snail (106).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/snail/snail (358).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (770).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (955).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/ants/ants (258).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (69).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (155).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/slug/slug (353).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/moth/moth (263).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (186).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (436).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (115).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/slug/slug (174).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/snail/snail (386).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (178).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (143).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/slug/slug (104).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (831).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (238).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (44).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (165).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (244).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (12).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (431).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (140).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (86).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (961).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (573).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (535).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (297).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (192).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (592).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (927).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/ants/ants (203).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (363).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/slug/slug (333).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (501).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (413).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/ants/ants (93).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/bees/bees (269).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/moth/moth (26).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/snail/snail (144).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (377).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (313).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/moth/moth (116).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/bees/bees (349).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/slug/slug (50).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/ants/ants (79).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (51).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (169).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (176).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/snail/snail (3).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (258).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (31).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/bees/bees (356).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (336).jpg,weevil
